	Sub0960_1_f	Sub0921_2_n	Sub0932_2_f	Sub0930_1_f	Sub0954_1_n	Sub0885_1_f	Sub0965_1_c	Sub0950_1_c	Sub0963_2_c	Sub0877_2_n	Sub0950_2_c	Sub0877_2_f	Sub0885_1_c	Sub0965_1_f	Sub0916_2_c	Sub0877_2_c	Sub0968_2_c	Sub0914_1_n	Sub0959_2_n	Sub0942_2_f	Sub0883_1_n	Sub0932_2_n	Sub0983_1_f	Sub0928_1_c	Sub0956_1_n	Sub0959_1_n	Sub0898_2_f	Sub0931_2_f	Sub0962_1_c	Sub0959_2_f	Sub0935_2_f	Sub0956_2_n	Sub0937_2_f	Sub0869_2_c	Sub0914_2_n	Sub0939_1_c	Sub0942_2_n	Sub0898_1_f	Sub0931_2_c	Sub0920_2_c	Sub0916_1_c	Sub0965_2_f	Sub0928_2_n	Sub0960_1_c	Sub0982_1_f	Sub0999_2_c	Sub0920_1_c	Sub0911_2_f	Sub0938_2_f	Sub0930_2_f	Sub0938_2_n	Sub0960_2_f	Sub0962_2_c	Sub0965_2_c	Sub0898_2_n	Sub0884_1_f	Sub0921_1_f	Sub0903_1_n	Sub0974_1_f	Sub0877_1_f	Sub0965_2_n	Sub0935_1_f	Sub0946_1_c	Sub0946_2_c	Sub0969_2_n	Sub0901_2_f	Sub0983_2_f	Sub0928_2_c	Sub0877_1_n	Sub0939_2_f	Sub0932_1_f	Sub0892_1_c	Sub0919_2_f	Sub0926_1_n	Sub0899_1_n	Sub0942_1_n	Sub0901_2_n	Sub0982_2_f	Sub0885_2_f	Sub0897_2_c	Sub0939_2_c	Sub0931_2_n	Sub0932_1_n	Sub0864_2_c	Sub0966_1_f	Sub0911_2_n	Sub0911_1_n	Sub0903_2_n	Sub0963_1_c	Sub0878_2_c	Sub0968_1_c	Sub0954_2_n	Sub0937_1_n	Sub0899_2_n	Sub0877_1_c	Sub0921_1_c	Sub0971_2_n	Sub0923_2_f	Sub0960_2_c	Sub0901_1_n	Sub0921_1_n	Sub0951_2_f	Sub0930_1_c	Sub0944_2_n	Sub0955_1_n	Sub0931_1_n	Sub0884_2_f	Sub0971_2_f	Sub0994_1_c	Sub0969_2_f	Sub0970_1_n	Sub0892_2_c	Sub0897_2_f	Sub0956_2_f	Sub0956_1_f	Sub0977_1_c	Sub0931_1_c	Sub0938_1_n	Sub0977_2_c	Sub0923_1_f	Sub0937_2_n	Sub0942_1_f	Sub0969_1_f	Sub0951_1_f	Sub0953_1_f	Sub0968_2_n	Sub0959_1_f	Sub0952_1_n	Sub0938_1_f	Sub0911_1_f	Sub0931_1_f	Sub0995_1_c	Sub0939_1_f	Sub0927_2_f	Sub0944_2_f	Sub0894_2_f	Sub0989_1_c	Sub0905_2_n	Sub0955_2_n	Sub0983_1_n	Sub0906_1_c	Sub0928_1_n	Sub0908_2_f	Sub0930_2_n	Sub0936_2_f	Sub0996_1_c	Sub0919_2_c	Sub0974_2_c	Sub0953_2_f	Sub0919_1_f	Sub0898_1_n	Sub0968_1_n	Sub0878_1_c	Sub0927_1_f	Sub0964_2_f	Sub0944_1_f	Sub0901_1_f	Sub0930_2_c	Sub0965_1_n	Sub0929_2_c	Sub0912_2_f	Sub0939_2_n	Sub0970_2_n	Sub0974_2_f	Sub0936_1_f	Sub0894_1_f	Sub0971_1_n	Sub0944_1_n	Sub0945_2_n	Sub0908_1_f	Sub0971_1_f	Sub0943_2_f	Sub0912_1_f	Sub0966_2_f	Sub0975_2_f	Sub0928_2_f	Sub0969_1_n	Sub0995_2_c	Sub0872_2_n	Sub0930_1_n	Sub0937_1_f	Sub0924_1_f	Sub0983_2_n	Sub0928_1_f	Sub0924_2_f	Sub0907_1_n	Sub0906_1_n	Sub0883_2_n	Sub0981_2_f	Sub0883_1_f	Sub0897_1_c	Sub0871_2_f	Sub0907_2_n	Sub0988_1_f	Sub0912_2_n	Sub0926_2_n	Sub0921_2_c	Sub0871_1_n	Sub0999_1_c	Sub0869_1_c	Sub0988_2_f	Sub0989_2_c	Sub0939_1_n	Sub0871_1_f	Sub0906_1_f	Sub0978_2_n	Sub0975_1_f	Sub0994_2_c	Sub0936_1_n	Sub0949_1_f	Sub0949_2_f	Sub0908_2_c	Sub0974_1_c	Sub0886_2_n	Sub0978_1_n	Sub0919_1_c	Sub0929_1_c	Sub0955_1_f	Sub0952_2_n	Sub0912_1_n	Sub0981_2_n	Sub0906_2_c	Sub0897_1_f	Sub0871_2_n	Sub0964_1_f	Sub0872_1_n	Sub0896_1_f	Sub0943_1_f	Sub0981_1_f	Sub0883_1_c	Sub0974_1_n	Sub0883_2_c	Sub0955_2_f	Sub0906_2_f	Sub0996_2_c	Sub0981_1_n	Sub0896_2_f	Sub0908_1_c	Sub0945_1_n	Sub0886_2_f	Sub0905_1_n	Sub0883_2_f	Sub0886_1_f	Sub0936_2_n	Sub0886_1_n	Sub0906_2_n
CAG0026	0	1.27612e-05	6.8154e-06	0	3.56756e-06	0	4.109e-06	0	4.70148e-06	0	1.30074e-06	1.26937e-06	0	2.43875e-06	1.80347e-06	0	1.19783e-06	2.74541e-05	1.52966e-05	5.87673e-07	1.49842e-06	1.03781e-05	2.83028e-06	0	1.99149e-05	1.03871e-05	7.92245e-07	1.52885e-05	5.24359e-07	7.78983e-06	2.06848e-06	1.47622e-05	3.57756e-06	1.02069e-06	7.96546e-06	1.01502e-06	2.01566e-06	1.51662e-06	9.70824e-06	4.97008e-07	1.98465e-06	4.38504e-06	0	9.702e-07	3.81703e-06	4.75892e-07	4.74347e-07	9.35058e-07	6.85892e-06	0	1.35067e-06	1.25868e-06	8.21999e-07	2.81738e-06	4.0916e-07	4.08062e-07	1.28671e-05	7.7428e-06	7.7909e-07	1.16959e-06	5.02022e-06	2.69563e-06	3.8499e-07	0	1.49478e-05	8.22881e-06	6.51288e-06	0	7.2345e-07	1.44053e-06	1.84087e-05	4.04366e-06	2.13642e-06	2.18534e-05	1.79488e-05	1.15763e-05	4.48245e-06	2.36007e-06	0	9.80548e-06	1.28896e-06	1.23403e-05	1.28458e-05	1.25116e-06	2.17264e-06	6.13361e-07	9.04874e-07	2.34314e-05	3.99579e-06	2.07703e-06	1.02851e-06	7.93732e-06	1.51417e-05	8.16663e-06	5.8127e-07	6.23007e-06	3.67485e-06	2.14279e-06	1.1195e-06	1.09955e-05	9.01352e-06	2.70951e-07	2.68597e-07	0	2.82643e-05	3.12105e-05	5.21057e-07	4.61857e-06	1.28843e-06	1.11309e-05	2.79222e-06	2.56227e-06	5.98522e-06	1.55173e-05	2.32025e-05	7.21501e-07	2.44476e-05	2.34581e-06	1.84073e-06	2.51604e-06	1.23581e-05	1.38358e-05	1.11133e-05	2.23993e-07	2.19418e-07	3.4806e-06	3.54025e-05	4.0462e-06	6.29397e-07	1.22068e-06	4.08055e-05	6.03248e-06	1.09911e-06	6.91799e-07	1.53545e-06	3.99098e-07	1.58021e-06	1.95677e-07	4.38766e-06	1.91801e-06	7.6252e-07	3.62697e-07	1.83931e-07	1.82642e-07	2.04044e-06	8.2449e-06	2.13218e-06	3.53022e-07	8.38838e-07	5.44308e-06	6.59432e-07	2.35997e-06	1.11606e-06	8.88355e-06	1.06678e-06	2.31619e-06	2.92334e-05	4.34584e-07	1.20159e-05	1.04646e-06	9.81295e-07	1.53648e-06	2.07598e-06	1.96948e-06	8.30208e-06	1.53079e-05	3.39961e-06	1.32002e-07	8.49695e-06	1.31461e-07	2.08188e-06	7.7468e-07	1.39771e-06	0	1.22531e-07	2.44838e-07	6.96366e-06	7.20773e-06	1.20527e-07	4.76427e-07	9.87152e-06	6.88702e-07	5.53411e-06	2.20099e-06	1.09357e-06	3.92663e-06	1.78337e-06	6.17716e-06	2.4529e-05	3.32482e-06	8.19616e-06	3.80944e-06	3.82649e-06	6.35848e-07	8.14805e-07	4.19431e-06	5.38542e-06	4.21401e-06	0	1.95865e-07	4.85834e-07	1.71031e-06	4.68902e-07	5.64447e-06	7.35594e-07	2.8404e-06	3.6331e-07	8.91033e-07	5.4695e-06	1.72696e-06	4.39295e-06	1.70609e-07	3.404e-07	4.19902e-08	2.05113e-06	1.12499e-06	1.1411e-06	1.02746e-05	2.33913e-06	1.01335e-06	1.89749e-05	3.96825e-07	2.68364e-06	1.80759e-06	4.30685e-06	1.53744e-07	1.47391e-05	2.24448e-07	2.04087e-05	5.96422e-07	8.56153e-06	1.11873e-05	1.41007e-06	6.76542e-07	1.55799e-06	1.36592e-05	9.20443e-06	2.65248e-07	6.51565e-06	0	6.42554e-07	1.51938e-05	8.519e-08	1.74726e-06	5.19791e-08	2.90356e-07
CAG0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49071e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11591e-07	0	0	0	0	0	0	0	0	0	0	0	6.65615e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90217e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76511e-07	0	0	0	3.82552e-06	0	0	0	0	0	0	0	0	0	0	0	6.82622e-08	0	0	0	0	0	0	0	0	0	0	1.22531e-07	0	0	0	0	0	0	0	0	2.23043e-07	0	0	0	3.25195e-07	0	1.23566e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51001e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	7.58273e-08	0	0	0	0	9.42125e-07	0	0	0	0	0	0	0	0	0	7.09069e-07	0	0	0	0
CAG0028	0	1.27612e-06	7.46028e-07	0	0	0	0	0	0	0	1.2195e-06	3.17344e-07	0	0	6.01156e-07	0	0	1.77396e-06	1.76499e-06	0	1.44908e-07	2.88282e-07	0	1.12437e-06	0	1.09338e-06	0	0	5.24359e-07	9.36482e-06	4.88112e-06	0	0	2.04138e-06	0	0	0	1.67666e-07	0	0	0	0	3.07487e-06	1.4553e-06	9.54259e-07	1.42768e-06	0	0	1.52421e-07	0	0	3.40946e-06	8.21999e-07	0	4.0916e-07	0	1.20155e-05	3.94616e-07	3.48215e-05	3.89865e-07	0	6.25256e-06	9.28409e-06	1.86311e-05	0	4.9987e-07	0	1.12443e-05	7.2345e-07	0	1.43816e-06	0	2.939e-05	0	0	0	0	0	6.69543e-07	4.07352e-07	0	0	1.1296e-06	0	0	0	0	6.01141e-07	2.17655e-06	1.56068e-05	0	0	1.17227e-06	0	2.90635e-07	7.41787e-06	5.65361e-07	0	3.19242e-06	0	5.59316e-06	0	0	5.32643e-07	2.64475e-07	0	0	2.35384e-06	2.57686e-07	2.56818e-07	1.27464e-07	0	9.97537e-07	8.81128e-07	9.8785e-07	4.81001e-07	0	4.69163e-07	0	1.37239e-06	0	0	0	0	0	0	1.36306e-06	4.19887e-07	2.09799e-07	0	2.02101e-07	1.01053e-07	0	3.22051e-05	1.24843e-05	5.98647e-07	1.32342e-05	3.91353e-07	1.55539e-06	0	1.9063e-07	1.07515e-06	0	0	0	3.42399e-06	3.00711e-05	5.23751e-06	0	1.2186e-05	1.64858e-07	0	1.93774e-06	4.64455e-05	6.09587e-08	7.37889e-06	0	1.44861e-07	0	1.20625e-06	1.40185e-07	0	1.38399e-07	8.62202e-06	1.33129e-07	3.60342e-06	5.28702e-07	8.15846e-07	1.3141e-07	0	9.1082e-07	0	2.54128e-07	0	2.0923e-06	1.66484e-05	0	3.26305e-07	0	2.97767e-08	2.59502e-06	2.93697e-06	0	7.35685e-06	1.35725e-06	0	0	3.26441e-06	2.16772e-07	9.06994e-07	3.03364e-05	4.27931e-07	0	1.05975e-07	1.01851e-07	5.03818e-07	4.92817e-06	3.33657e-07	2.07992e-06	1.14121e-06	9.71669e-08	1.02695e-05	0	3.47697e-07	2.29873e-08	0	2.37412e-05	5.67609e-07	3.54247e-07	6.04437e-07	8.60046e-08	0	2.4479e-05	0	0	6.93123e-05	2.60209e-06	1.16466e-07	0	1.61301e-07	8.0021e-08	2.38095e-07	4.49991e-05	4.4437e-07	7.76601e-08	2.30616e-07	6.89948e-07	0	1.12024e-07	4.37055e-07	1.39423e-05	5.67561e-06	2.61884e-06	2.03348e-07	2.57871e-06	8.07903e-08	4.99772e-06	0	8.64011e-07	0	5.8414e-08	2.91081e-06	0	0	0	9.67854e-08
CAG0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.35348e-06	0	0	5.10345e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71786e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26849e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55082e-08	0	0	0	0	0	0	0	0	0	0	1.13256e-06	0	0	0	0	0	2.35911e-07	0	0	0	0	0	0	0	4.95877e-06	0	5.35492e-07	3.20948e-07	0	0	0	0	0	5.0106e-08	0	2.58427e-07	0	0	0	9.3209e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65646e-06	0	1.06163e-06	3.14364e-07	0	0	0	0	1.11535e-05	0	0	0	0	0	0	6.45346e-06	0	0	1.27369e-07	0	0	0	0	0	0	0
CAG0030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47188e-06	0	0	0	0	0	0	0	0	0	0	4.52697e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0458e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8126e-07	0	0	0	0	0	0	0	0	0	2.36813e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14784e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01451e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04598e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11521e-07	0	0	0	5.41991e-08	0	2.14504e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51001e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45527e-08	7.2689e-08	1.38197e-07	0	0	0	0	0	0	0	0	0	5.68403e-08	0	0	0	0
CAG0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62179e-07	0	2.58559e-06	0	4.76704e-06	2.55173e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19559e-07	8.21999e-07	0	0	0	4.06067e-07	0	7.7909e-07	0	0	2.69563e-06	0	0	0	0	0	0	0	0	1.7977e-07	0	0	0	0	0	0	0	0	1.9611e-06	0	0	3.18385e-07	0	0	0	0	0	0	8.90158e-07	0	0	5.86137e-07	0	0	5.70605e-07	0	9.94618e-06	8.39622e-07	0	5.51234e-07	0	0	0	1.32238e-07	0	0	5.16965e-07	0	0	0	0	2.99261e-06	0	2.4393e-07	1.443e-06	0	0	2.30092e-07	8.92549e-06	1.82026e-06	0	0	0	0	0	0	0	0	0	0	8.08425e-07	0	4.00725e-07	1.00056e-06	0	3.95052e-07	0	1.94424e-07	0	0	0	0	0	0	0	0	6.89797e-07	0	0	0	0	7.97183e-08	1.56058e-07	0	1.50807e-07	0	0	0	0	0	0	0	1.0958e-06	0	2.31639e-07	3.91223e-06	0	1.44551e-06	0	5.68704e-06	0	0	0	3.45919e-06	6.12094e-08	0	8.49761e-07	0	0	1.19052e-06	0	0	1.11521e-07	0	0	0	1.08398e-07	2.05933e-06	2.14504e-07	1.56269e-05	6.41897e-07	0	0	0	0	0	5.0106e-08	0	6.49528e-07	0	1.90034e-07	0	9.3209e-08	0	0	4.54137e-07	8.91033e-08	0	0	0	0	5.3308e-07	0	0	0	0	8.10663e-08	0	0	2.2485e-06	7.9365e-08	1.9515e-05	6.28728e-07	0	0	4.01936e-07	0	3.89514e-06	0	5.81512e-07	3.93427e-07	1.3721e-07	6.77826e-08	4.06432e-07	2.69389e-06	0	0	6.36845e-08	0	0	2.65847e-07	0	0	0	4.83927e-08
CAG0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2372e-05	0	0	0	0	0	0	4.19559e-07	0	0	0	0	2.03034e-06	0	0	0	0	1.15527e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31131e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54927e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09799e-07	0	3.8736e-08	0	0	0	1.20067e-06	0	0	0	0	0	0	4.42978e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52421e-07	3.09745e-07	0	0	0	0	1.3968e-07	1.32632e-07	6.82622e-08	0	0	0	1.32002e-07	0	0	0	0	1.27064e-07	0	0	0	0	0	0	0	0	4.33944e-06	1.14137e-07	2.23043e-07	4.40372e-07	0	0	2.16797e-07	1.08386e-07	1.07252e-07	0	0	0	0	0	9.54663e-07	0	1.00212e-07	0	0	0	0	0	4.66045e-08	0	0	0	0	8.85618e-08	0	0	0	8.51001e-08	0	0	0	0	0	0	1.61301e-07	8.0021e-08	0	1.57799e-07	0	7.76601e-08	0	0	0	7.48077e-08	0	3.63445e-08	0	0	0	0	0	0	0	0	0	5.8414e-08	0	0	3.30921e-08	0	0
CAG0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34354e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46534e-07	0	0	0	0	1.81847e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61616e-05	2.27532e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51717e-07	0	0	0	0	0	0	0	3.62088e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06765e-06	0	0	0	0	0	0	0	5.24548e-06	0	0	0	0	0	0	3.40417e-06	0	0	0	0	0	0	0	0	0	0
CAG0035	0	0	0	0	0	0	1.36967e-06	0	0	0	0	0	0	8.49365e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.28596e-05	0	0	0	0	0	0	0	0	0	0	8.97624e-06	0	0	0	1.68564e-05	0	0	0	0	0	0	5.71485e-05	0	9.23816e-05	4.19559e-07	0	1.42181e-06	3.68244e-06	0	0	0	0	0	1.54468e-06	0	0	0	0	0	0	0	0	0	0	1.07397e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62598e-05	2.79874e-07	0	0	0	0	0	0	0	2.60529e-07	0	0	2.56818e-07	0	1.00581e-06	0	0	0	0	0	0.000122597	0	3.19783e-05	0	0	0	0	0	0	0	0	0.000103691	0	0	2.02106e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29534e-07	0	0	5.90366e-06	0	0	0	0	0	0	0	1.66129e-06	0	0	0	0	2.73049e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21394e-07	0	0	0	5.4882e-06	0	0	2.48756e-06	1.79686e-05	0	0	0	0	0	0	1.82359e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.553e-07	0	0	0	8.15071e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10798e-06	0	0	0	0	0	0	2.65248e-07	0	0	2.9207e-08	0	0	0	0	0
CAG0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78032e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2895e-07	0	0	5.16965e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82556e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36524e-07	0	0	0	0	0	0	0	0	0	0	1.59291e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54137e-08	0	0	5.18089e-07	0	0	0	0	0	0	0	1.62133e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68023e-06	0	0	0	6.36845e-08	0	0	0	0	0	0	0
CAG0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43044e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94593e-06	3.89865e-07	0	0	0	0	0	0	0	7.29451e-07	0	0	1.7977e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93439e-07	0	0	2.93069e-07	0	2.90635e-07	2.85303e-07	0	0	1.39937e-07	0	1.37808e-07	0	0	5.32643e-07	0	0	0	2.58483e-07	0	0	0	2.51452e-07	0	0	0	4.81001e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80269e-06	0	0	0	0	0	0	1.85569e-07	0	0	0	0	0	1.76511e-07	0	0	0	0	1.59437e-07	0	0	7.72548e-06	0	1.44861e-07	0	0	0	0	0	1.36524e-07	0	0	2.64351e-07	7.92014e-07	3.94231e-07	0	1.30117e-07	0	0	0	0	2.5717e-07	0	0	0	0	5.89778e-07	0	0	3.34564e-07	0	0	0	0	0	0	0	1.06983e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24311e-06	0	0	0	0	0	0	0	0	0	0	7.85911e-08	0	0	0	0	0	0	7.08706e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16079e-06	0	0	3.56071e-07	0	0	0	0	0	0	0	1.71282e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00866e-07	0	0	0	0	0	0	0	1.9063e-07	0	0	0	0	0	1.77682e-07	0	0	0	1.64858e-07	0	0	0	0	1.50807e-07	0	0	1.40993e-07	0	0	4.86079e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.22531e-07	0	0	0	0	0	0	0	0	0	0	0	1.88743e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.27312e-06	0	0	1.92421e-06	0	4.59746e-07	0	0	0	0	3.45392e-07	1.72009e-07	0	0	7.17871e-07	0	0	0	0	0	0	0	3.1746e-07	0	0	0	0	0	0	0	0	0	0	0	1.35565e-07	0	0	0	0	0	9.65969e-07	0	0	2.83967e-07	0	4.36161e-07	1.45178e-07
CAG0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63295e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00181e-07	0	0	0	0	0	0	0	0	0	0	0	0	3.70437e-06	3.53022e-07	0	3.67463e-06	0	0	0	3.12116e-07	0	0	0	0	0	0	0	0	0	2.16164e-07	0	0	0	0	0	0	0	0	0	0	2.85121e-07	1.22419e-07	0	0	0	0	0	0	0	7.43476e-08	0	0	0	0	0	0	0	5.34914e-08	0	0	0	0	0	0	0	0	0	6.33447e-08	0	0	0	0	1.88894e-07	0	0	0	0	0	1.702e-07	0	0	2.07974e-05	0	0	0	0	0	0	0	7.85911e-08	0	0	0	0	0	0	8.93704e-08	6.90984e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63425e-06	0	0	0	0	0	0	0	0	0	2.96719e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24446e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29061e-06	0	0	0	1.17003e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08398e-07	0	0	1.08217e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14245e-05	0	0	0	0	0	0	0	0	1.38197e-07	0	0	0	0	0	0	0	0	0	5.68403e-08	0	0	0	0
