	Sub0960_1_f	Sub0921_2_n	Sub0932_2_f	Sub0930_1_f	Sub0954_1_n	Sub0885_1_f	Sub0965_1_c	Sub0950_1_c	Sub0963_2_c	Sub0877_2_n	Sub0950_2_c	Sub0877_2_f	Sub0885_1_c	Sub0965_1_f	Sub0916_2_c	Sub0877_2_c	Sub0968_2_c	Sub0914_1_n	Sub0959_2_n	Sub0942_2_f	Sub0883_1_n	Sub0932_2_n	Sub0983_1_f	Sub0928_1_c	Sub0956_1_n	Sub0959_1_n	Sub0898_2_f	Sub0931_2_f	Sub0962_1_c	Sub0959_2_f	Sub0935_2_f	Sub0956_2_n	Sub0937_2_f	Sub0869_2_c	Sub0914_2_n	Sub0939_1_c	Sub0942_2_n	Sub0898_1_f	Sub0931_2_c	Sub0920_2_c	Sub0916_1_c	Sub0965_2_f	Sub0928_2_n	Sub0960_1_c	Sub0982_1_f	Sub0999_2_c	Sub0920_1_c	Sub0911_2_f	Sub0938_2_f	Sub0930_2_f	Sub0938_2_n	Sub0960_2_f	Sub0962_2_c	Sub0965_2_c	Sub0898_2_n	Sub0884_1_f	Sub0921_1_f	Sub0903_1_n	Sub0974_1_f	Sub0877_1_f	Sub0965_2_n	Sub0935_1_f	Sub0946_1_c	Sub0946_2_c	Sub0969_2_n	Sub0901_2_f	Sub0983_2_f	Sub0928_2_c	Sub0877_1_n	Sub0939_2_f	Sub0932_1_f	Sub0892_1_c	Sub0919_2_f	Sub0926_1_n	Sub0899_1_n	Sub0942_1_n	Sub0901_2_n	Sub0982_2_f	Sub0885_2_f	Sub0897_2_c	Sub0939_2_c	Sub0931_2_n	Sub0932_1_n	Sub0864_2_c	Sub0966_1_f	Sub0911_2_n	Sub0911_1_n	Sub0903_2_n	Sub0963_1_c	Sub0878_2_c	Sub0968_1_c	Sub0954_2_n	Sub0937_1_n	Sub0899_2_n	Sub0877_1_c	Sub0921_1_c	Sub0971_2_n	Sub0923_2_f	Sub0960_2_c	Sub0901_1_n	Sub0921_1_n	Sub0951_2_f	Sub0930_1_c	Sub0944_2_n	Sub0955_1_n	Sub0931_1_n	Sub0884_2_f	Sub0971_2_f	Sub0994_1_c	Sub0969_2_f	Sub0970_1_n	Sub0892_2_c	Sub0897_2_f	Sub0956_2_f	Sub0956_1_f	Sub0977_1_c	Sub0931_1_c	Sub0938_1_n	Sub0977_2_c	Sub0923_1_f	Sub0937_2_n	Sub0942_1_f	Sub0969_1_f	Sub0951_1_f	Sub0953_1_f	Sub0968_2_n	Sub0959_1_f	Sub0952_1_n	Sub0938_1_f	Sub0911_1_f	Sub0931_1_f	Sub0995_1_c	Sub0939_1_f	Sub0927_2_f	Sub0944_2_f	Sub0894_2_f	Sub0989_1_c	Sub0905_2_n	Sub0955_2_n	Sub0983_1_n	Sub0906_1_c	Sub0928_1_n	Sub0908_2_f	Sub0930_2_n	Sub0936_2_f	Sub0996_1_c	Sub0919_2_c	Sub0974_2_c	Sub0953_2_f	Sub0919_1_f	Sub0898_1_n	Sub0968_1_n	Sub0878_1_c	Sub0927_1_f	Sub0964_2_f	Sub0944_1_f	Sub0901_1_f	Sub0930_2_c	Sub0965_1_n	Sub0929_2_c	Sub0912_2_f	Sub0939_2_n	Sub0970_2_n	Sub0974_2_f	Sub0936_1_f	Sub0894_1_f	Sub0971_1_n	Sub0944_1_n	Sub0945_2_n	Sub0908_1_f	Sub0971_1_f	Sub0943_2_f	Sub0912_1_f	Sub0966_2_f	Sub0975_2_f	Sub0928_2_f	Sub0969_1_n	Sub0995_2_c	Sub0872_2_n	Sub0930_1_n	Sub0937_1_f	Sub0924_1_f	Sub0983_2_n	Sub0928_1_f	Sub0924_2_f	Sub0907_1_n	Sub0906_1_n	Sub0883_2_n	Sub0981_2_f	Sub0883_1_f	Sub0897_1_c	Sub0871_2_f	Sub0907_2_n	Sub0988_1_f	Sub0912_2_n	Sub0926_2_n	Sub0921_2_c	Sub0871_1_n	Sub0999_1_c	Sub0869_1_c	Sub0988_2_f	Sub0989_2_c	Sub0939_1_n	Sub0871_1_f	Sub0906_1_f	Sub0978_2_n	Sub0975_1_f	Sub0994_2_c	Sub0936_1_n	Sub0949_1_f	Sub0949_2_f	Sub0908_2_c	Sub0974_1_c	Sub0886_2_n	Sub0978_1_n	Sub0919_1_c	Sub0929_1_c	Sub0955_1_f	Sub0952_2_n	Sub0912_1_n	Sub0981_2_n	Sub0906_2_c	Sub0897_1_f	Sub0871_2_n	Sub0964_1_f	Sub0872_1_n	Sub0896_1_f	Sub0943_1_f	Sub0981_1_f	Sub0883_1_c	Sub0974_1_n	Sub0883_2_c	Sub0955_2_f	Sub0906_2_f	Sub0996_2_c	Sub0981_1_n	Sub0896_2_f	Sub0908_1_c	Sub0945_1_n	Sub0886_2_f	Sub0905_1_n	Sub0883_2_f	Sub0886_1_f	Sub0936_2_n	Sub0886_1_n	Sub0906_2_n
CAG0057	0	0	7.46028e-07	0	0	0	0	0	0	0	0	0	0	0	6.01156e-07	0	1.79674e-06	0	0	0	0	2.88282e-07	0	0	0	0	0	0	4.36966e-07	0	5.17119e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.9404e-06	0	0	0	9.35058e-07	0	0	0	6.94982e-06	0	0	0	2.04031e-07	0	7.89231e-07	0	0	0	9.62723e-07	0	0	0	1.12211e-06	0	0	0	0	3.5954e-07	0	0	0	0	0	3.44804e-07	0	6.69543e-07	0	0	0	0	0	0	3.06681e-07	3.16856e-06	0	1.49905e-07	0	5.92766e-07	0	0	0	0	0	0	2.33733e-07	1.07643e-05	2.79416e-07	0	0	0	0	0	0	1.30264e-07	2.58483e-07	0	0	0	0	0	0	0	0	0	1.17291e-07	0	2.28731e-07	0	0	0	0	0	6.52613e-07	0	0	0	3.88849e-06	0	2.02106e-07	0	0	0	0	1.97526e-07	0	0	0	0	1.85569e-07	0	0	0	0	0	0	0	0	1.64858e-07	3.2363e-07	0	0	0	7.54036e-08	1.01527e-06	0	0	1.80661e-05	0	0	0	0	0	1.33092e-07	9.25229e-07	0	2.6282e-07	0	1.6302e-06	0	0	0	0	0	0	4.85578e-07	0	0	0	0	0	1.44978e-06	1.10093e-07	0	0	3.25195e-07	1.30063e-06	2.14504e-07	0	0	0	2.11949e-07	0	0	0	1.00212e-07	0	0	9.71669e-08	1.90034e-07	0	9.3209e-08	4.59746e-08	0	0	0	0	8.63481e-07	3.44018e-07	0	0	0	0	0	4.07535e-08	0	0	4.03253e-08	1.04027e-06	3.96825e-07	0	0	2.58867e-08	0	2.27482e-07	0	7.62219e-06	0	0	7.34328e-07	0	7.30629e-07	1.35477e-07	5.56577e-06	0	0	0	0	0	6.47428e-07	0	0	0	1.93571e-07
CAG0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9042e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39119e-07	0	0	0	0	0	0	0	0	0	6.32204e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.48439e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91665e-07	0	0	0	1.12192e-06	1.34771e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.405e-07	0	0	0	1.61219e-06	0	0	0	0	0	0	0	0	0	0	0	2.02106e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64351e-07	0	0	0	3.90352e-07	0	0	0	0	0	0	3.64183e-07	0	0	0	0	0	0	0	0	0	0	2.16772e-07	0	2.58652e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1207e-07	0	2.36699e-07	0	0	0	0	0	1.02001e-06	0	0	0	0	0	0	8.08377e-07	0	0	0	0	0	0	0	0	0	0
CAG0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68831e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76948e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97526e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31461e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0701e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.90034e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20919e-07	0	0	0	0	0	0	0	2.29624e-06	0	0	0	0	0	0	1.61675e-06	0	6.63121e-08	0	0	0	0	0	0	0	0
CAG0060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37174e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.05791e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.24679e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6245e-06	0	0	0	1.41444e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89222e-07	0	0	0	0	0	0	0	0
CAG0061	0	0	0	0	0	0	0	0	0	0	6.50368e-07	0	0	0	0	0	0	0	0	0	0	0	5.42726e-06	0	2.77615e-07	0	0	5.24231e-07	0	0	0	4.28216e-06	0	0	0	0	0	0	4.99375e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89231e-07	3.89545e-07	0	0	0	0	0	0	0	3.70544e-07	0	0	0	0	0	0	0	0	0	0	0	3.34772e-07	9.80548e-07	0	6.40955e-07	0	0	0	6.13361e-07	0	6.01141e-07	0	0	2.96383e-07	0	0	0	0	0	1.4134e-07	0	0	0	0	2.70951e-07	0	0	3.08554e-07	8.81316e-07	0	2.58483e-07	5.15372e-07	0	0	1.25726e-07	1.24692e-07	1.47277e-06	1.03217e-06	0	1.53309e-06	0	0	0	0	0	0	0	0	2.17538e-07	0	2.09944e-07	0	0	1.03767e-06	2.02106e-07	0	0	0	0	0	0	1.94424e-07	2.28e-05	0	9.90366e-07	0	0	0	0	0	3.42104e-07	0	0	0	3.8085e-07	0	2.08078e-07	1.52397e-07	0	2.90078e-07	0	3.52483e-08	0	0	0	0	4.09573e-07	0	0	1.32176e-07	0	2.05205e-07	0	2.60234e-07	0	0	0	0	0	1.21682e-07	7.28367e-07	0	0	0	9.1827e-07	4.56547e-07	1.32903e-06	0	0	1.09238e-07	0	1.08386e-07	0	5.14072e-07	1.06983e-07	0	0	0	0	0	4.56727e-06	0	0	0	0	0	1.05879e-06	0	0	0	3.56413e-07	0	0	0	4.26524e-08	2.553e-07	0	0	0	0	8.10663e-08	2.41979e-07	0	5.7199e-07	0	1.73966e-07	1.57182e-07	1.29434e-08	0	1.02378e-07	0	7.48077e-08	0	1.72128e-07	0	1.3721e-07	0	0	2.02094e-07	0	7.73641e-08	7.30028e-08	0	0	0	0	0	0	0
CAG0062	2.75635e-05	3.40567e-05	0	0	0	0	0	0	0	0	0	3.17344e-07	0	0	0	5.98568e-06	0	0	0	2.93837e-06	0	0	0	0	0	5.46691e-07	5.28164e-07	0	0	2.39686e-06	5.17119e-07	0	0	0	0	0	0	2.01199e-06	0	0	0	0	0	0	1.90852e-06	0	0	4.67529e-07	0	0	0	4.19559e-07	0	0	0	0	2.4364e-06	0	0	0	0	0	3.8499e-07	0	0	7.48074e-07	0	0	0	0	0	0	3.56071e-07	0	0	0	0	0	0	3.26849e-07	0	1.06826e-07	0	0	0	3.06681e-07	0	0	0	1.4836e-06	0	0	0	0	0	0	0	0	0	4.19124e-06	0	0	0	0	0	0	0	0	0	0	0	0	7.23215e-06	0	0	0	0	0	4.10541e-06	0	2.27532e-07	0	0	0	0	0	4.2837e-07	0	0	6.10342e-07	0	2.02106e-07	2.00866e-07	2.87406e-06	2.11206e-06	0	1.31684e-07	9.78383e-08	0	0	0	9.27844e-08	0	0	0	0	1.9545e-06	0	0	8.35144e-08	1.06287e-06	0	0	0	0	1.50807e-07	0	0	0	0	3.73827e-07	0	0	3.41311e-07	0	1.99638e-07	0	0	3.94231e-07	4.38204e-08	0	6.31765e-06	1.27064e-07	0	3.67594e-07	1.22419e-07	0	0	2.41053e-07	1.19107e-07	1.17956e-07	0	0	5.57607e-07	2.20186e-07	0	0	2.16797e-07	0	0	0	0	0	0	1.01851e-07	0	6.57795e-06	0	9.40469e-06	0	0	0	1.87561e-07	0	0	0	0	0	0	0	0	0	2.83667e-08	2.79935e-08	0	2.47579e-07	0	0	0	1.61301e-07	0	0	0	0	0	0	0	1.49632e-07	0	2.98211e-07	0	2.41697e-07	0	0	6.77386e-08	0	0	0	0	0	4.41627e-07	0	0	0	7.79686e-08	0
CAG0063	0	0	0	0	0	9.52058e-06	0	9.84717e-06	2.68656e-06	6.66518e-07	9.59809e-06	3.80812e-06	2.17195e-05	0	0	4.78855e-06	1.99638e-07	0	0	0	0	0	0	0	0	0	1.58449e-06	0	0	0	0	0	0	3.83506e-06	0	0	0	1.50899e-06	0	0	0	0	0	9.97864e-06	4.10095e-06	0	0	0	0	0	0	1.61641e-05	0	0	1.41031e-06	0	0	0	0	5.2975e-06	0	0	0	0	0	0	0	0	2.53207e-06	0	0	0	7.92505e-07	0	0	0	0	9.24892e-06	0.000108983	0	0	0	0	0	1.24151e-06	0	0	0	6.92289e-06	0	2.60631e-06	0	0	0	3.67004e-06	0	0.000165553	8.41438e-07	1.20252e-05	0	0	0	0	0	0	0	0	2.36944e-05	0	0	2.54927e-07	0	0	0	0	1.59486e-05	0	0	5.06201e-06	6.6322e-07	0	0	0	0	0	6.52613e-07	0	1.25966e-06	0	0	0	2.94377e-05	0	0	0	5.98647e-07	2.84022e-06	0	0	0	3.8126e-07	0	1.83931e-06	0	0	0	1.59914e-06	2.02255e-07	0	1.67029e-07	1.97225e-06	2.87593e-06	0	6.24233e-07	0	0	0	0	0	0	0	0	2.76797e-07	0	0	6.65459e-07	0.000131717	0	0	3.94384e-07	1.00162e-05	8.2603e-06	0	0	0	0	9.73452e-07	4.22854e-05	3.6158e-07	0	0	0	0	0	0	0	5.46189e-08	0	0	5.36261e-08	0	4.27931e-07	0	0	0	0	0	2.00424e-07	0	3.91412e-06	0	1.76156e-06	0	1.86418e-07	0	0	0	0	0	6.55806e-06	4.30023e-07	7.9049e-06	9.7779e-07	0	0	1.91819e-06	0	0	1.53253e-06	0	8.0021e-08	4.7619e-07	0	3.14364e-07	0	5.07947e-07	8.01193e-07	4.53433e-06	1.782e-07	0	7.2689e-08	0	0	2.03348e-07	0	1.34729e-07	3.33182e-08	1.98936e-06	0	0	0	0	5.67934e-08	0	0	9.67854e-08
CAG0064	0	0	0	0	0	1.90945e-06	0	0	0	0	0	0	6.09676e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58104e-05	0	0	0	0	0	0	0	0	0	5.03915e-07	1.65871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56534e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03677e-06	0	0	1.44096e-05	0	0	0	0	2.1902e-06	0	0	0	0	0	0	0	0	0	0	0	0	8.54594e-06	9.65485e-05	0	0	0	0	0	0	0	0	0	1.93156e-05	0	0	2.81274e-05	0	0	0	0	0	0	0	0	8.27138e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8705e-06	0	0	1.56058e-07	0	0	0	0	0	0	0	0	9.63614e-06	0	0	0	4.54572e-06	0	0	0	1.20098e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25262e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0065	5.63622e-06	0	3.47662e-06	0	1.42702e-05	6.93709e-07	2.73933e-06	0	1.07462e-05	0	3.25184e-07	2.97552e-06	6.2728e-07	3.97365e-06	5.63793e-06	1.19714e-06	4.22073e-06	3.29233e-05	0	1.17535e-06	5.79634e-07	5.76564e-07	4.52844e-06	2.81093e-07	0	0	3.69714e-06	3.66962e-06	5.24359e-07	5.19322e-07	1.03424e-06	0	0	4.08276e-06	1.40109e-05	3.64234e-06	5.03915e-06	9.62326e-06	4.76606e-06	2.98205e-06	5.18045e-06	9.44121e-06	2.43044e-07	8.7318e-06	3.06131e-06	0	3.32043e-06	1.26233e-05	7.31619e-06	0	1.80089e-06	1.41472e-05	0	4.33629e-06	1.63664e-06	1.03688e-06	0	9.11604e-06	0	5.91467e-06	1.93085e-06	1.45937e-06	0	0	0	9.35093e-06	3.87265e-06	7.29451e-07	2.14234e-06	1.3685e-05	1.01666e-05	2.37524e-05	5.10472e-06	1.40161e-06	1.17962e-05	8.63802e-06	1.14824e-05	2.27444e-06	3.51994e-06	0	1.7037e-05	3.91482e-06	1.27354e-06	2.4863e-06	7.11701e-06	3.11387e-05	7.98608e-06	9.08626e-07	7.92064e-06	1.03201e-05	5.3349e-06	8.36306e-06	2.93069e-07	4.66665e-06	2.32508e-06	0	0	5.60958e-07	5.59748e-06	2.34812e-05	0	3.6892e-06	0	0	4.2316e-06	6.49777e-06	1.48587e-06	0	2.21383e-06	0	0	4.25995e-05	0	0	6.09824e-07	3.17659e-06	9.02194e-06	2.97428e-06	1.07846e-06	9.14925e-07	4.55064e-07	7.45114e-06	2.26803e-07	8.95972e-07	4.38837e-07	3.34473e-05	0	1.61946e-06	1.46859e-06	1.10128e-05	5.57941e-06	2.14386e-05	4.21818e-06	0	3.00168e-07	3.61059e-06	0	8.01884e-07	6.30215e-06	2.99295e-06	5.27103e-06	1.70864e-06	1.28752e-06	0	3.60994e-05	1.54252e-06	7.85637e-06	0	2.8882e-06	1.40657e-06	3.32557e-06	2.30071e-05	1.66061e-05	4.68175e-07	9.84814e-06	7.54036e-07	4.90137e-06	0	2.75443e-06	0	1.98678e-06	5.74669e-05	0	0	4.42854e-05	4.98507e-06	0	0	1.24209e-05	1.18315e-06	0	4.00252e-06	6.28151e-06	0	0	9.79351e-07	0	3.49296e-05	1.22031e-05	5.95534e-08	1.48142e-06	2.7027e-06	8.69275e-07	2.72208e-06	5.59741e-06	3.85493e-05	2.39204e-05	6.6889e-06	1.41353e-05	3.32519e-06	0	5.34914e-07	3.09442e-05	5.56739e-06	9.20126e-06	4.03054e-07	0	1.03611e-06	1.40706e-06	1.36575e-05	6.51714e-06	1.90034e-07	5.72376e-06	1.11851e-06	7.20984e-06	0	1.81655e-07	9.80136e-07	5.14832e-05	1.15908e-05	3.12122e-05	1.68391e-06	0	5.23293e-06	0	4.26269e-06	0	2.01461e-06	1.26731e-06	2.92925e-05	4.23376e-05	7.98016e-06	0	2.35773e-07	1.34184e-05	3.70397e-06	2.86772e-05	1.12224e-06	1.28519e-05	8.04292e-07	0	1.57047e-05	1.45977e-05	1.0748e-05	1.30415e-06	4.49535e-05	4.31906e-06	2.26688e-06	5.68533e-06	3.7764e-06	9.54327e-07	1.34576e-05	2.01904e-06	8.61383e-05	2.64643e-06	2.42011e-05
CAG0066	0	0	0	0	0	0	0	0	0	0	6.50368e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02069e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89545e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97516e-06	0	0	0	0	0	0	0	0	0	1.78032e-06	0	0	0	0	0	0	0	2.80479e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40235e-06	0	0	0	0	0	0	2.66427e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00336e-07	0	0	0	0	0	0	0	0	0	0	0	0	5.29534e-07	0	0	0	0	1.59437e-07	0	0	0	0	0	0	0	0	0	0	5.9333e-07	0	0	0	0	6.57051e-07	1.31461e-07	0	0	0	0	5.8522e-06	0	0	0	2.41053e-07	0	1.17956e-07	1.14784e-07	0	0	0	0	0	0	1.19224e-06	0	8.29403e-06	0	0	0	0	0	0	0	0	1.24205e-06	0	0	0	0	0	0	1.08993e-06	0	0	0	0	0	4.255e-07	0	0	0	0	0	8.06596e-08	0	1.09171e-06	0	9.23364e-06	0	0	0	0	0	8.17905e-06	0	4.36134e-07	0	0	0	0	5.03208e-06	0	6.63121e-08	0	0	0	0	0	0	0	0
CAG0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96383e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03744e-07	0	0	0	0	0	0	0	0	0	0	2.09799e-07	0	0	0	0	0	2.00112e-07	0	4.62254e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2363e-07	7.97183e-07	1.56058e-07	0	4.52421e-07	0	0	0	2.81427e-07	2.8037e-07	0	0	0	0	0	0	0	0	0	0	0	6.35321e-08	0	6.12657e-08	0	0	0	0	0	2.78231e-07	1.47843e-06	0	1.11521e-07	1.20314e-06	0	0	0	0	0	0	1.06983e-07	0	0	2.03701e-07	0	0	0	0	0	0	2.85051e-07	0	0	0	0	9.08275e-07	0	5.90412e-08	0	0	0	0	0	0	8.25262e-08	0	0	0	8.06506e-08	0	0	0	7.85911e-08	0	3.8436e-08	0	0	0	0	0	1.38197e-07	0	0	0	0	0	0	0	0	0	5.68403e-08	0	0	0	0
CAG0068	0	0	0	0	0	0	0	0	0	0	6.50368e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9652e-06	0	0	0	0	0	0	0	0	0	0	0	0	9.51785e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64726e-07	0	0	0	0	2.27128e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96719e-07	0	0	1.23428e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54927e-07	0	0	0	0	0	0	0	0	0	2.43285e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00224e-07	0	1.38268e-06	0	0	0	0	0	0	0	0	0	2.01395e-06	1.05907e-06	0	1.67029e-06	0	0	3.51028e-07	1.56058e-07	0	0	2.90078e-07	0	0	0	0	0	0	2.00436e-06	0	0	2.64351e-07	0	0	0	3.90352e-07	0	5.84315e-07	0	5.07172e-06	6.12094e-07	0	0	0	0	2.94201e-05	0	0	0	0	0	0	3.25195e-07	0	0	3.60733e-06	5.34914e-07	0	0	0	0	0	0	7.00038e-07	0	0	9.50171e-08	0	0	0	0	1.8175e-05	0	0	0	0	0	8.51001e-08	0	0	9.44572e-06	0	0	0	5.04066e-08	0	0	1.25997e-05	5.25579e-07	0	0	2.27482e-07	0	0	0	0	5.26217e-07	0	0	0	0	1.33273e-07	0	0	0	0	2.54992e-07	0	0	0	0
CAG0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98914e-07	0	0	0	0	0	0	0	0	0	0	1.74744e-07	0	0	0	0	5.1108e-07	0	0	0	0	0	2.49688e-07	0	0	4.87227e-07	0	2.57281e-06	0	0	0	0	0	0	0	5.87383e-06	0	4.10304e-07	0	0	0	0	0	0	0	3.85089e-07	4.97679e-06	5.37779e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69543e-07	0	0	0	0	0	0	0	0	3.00571e-07	2.99811e-07	2.96719e-07	0	0	3.16369e-06	0	0	0	0	0	9.0492e-06	0	0	0	0	0	0	0	0	5.16965e-07	0	0	0	0	0	0	0	7.21501e-07	0	0	0	2.28731e-07	0	0	0	0	0	1.08769e-07	0	0	0	2.03447e-07	0	0	0	0	2.00112e-07	0	5.53072e-06	0	0	0	0	0	0	9.13209e-08	0	1.88045e-06	0	0	0	0	1.64858e-07	0	6.37746e-07	1.56058e-07	0	1.50807e-07	0	2.89723e-07	0	8.44281e-07	0	0	0	0	0	0	1.0574e-06	0	0	0	1.88033e-06	0	0	0	0	0	0	2.42789e-07	0	0	1.0557e-05	4.59135e-07	0	5.57607e-08	1.05441e-06	0	0	1.08398e-07	4.33543e-07	0	3.21295e-07	0	0	2.11949e-07	0	0	0	0	0	0	0	7.62595e-06	9.37804e-08	0	0	0	0	0	0	2.23171e-06	0	0	0	0	0	0	0	0	0	4.03253e-08	1.60042e-07	0	7.71013e-07	0	0	0	3.03309e-07	0	9.92084e-08	0	0	3.45492e-07	0	0	4.52486e-06	1.34729e-07	1.0615e-06	0	0	0	1.16828e-07	2.27361e-07	0	0	0	0
CAG0070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71392e-06	0	0	0	5.79634e-07	0	0	0	0	0	0	0	0	0	1.55136e-06	0	0	5.10345e-07	0	0	0	0	0	0	0	3.04517e-08	0	4.851e-07	0	0	0	4.67529e-07	0	0	0	7.74352e-06	0	0	0	0	0	0	0	0	0	3.55326e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34772e-07	0	0	0	0	0	3.10377e-07	0	3.01625e-07	0	8.99433e-07	0	3.85298e-06	0	0	0	0	0	0	9.34931e-08	1.06864e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81001e-07	0	0	0	2.28731e-07	0	0	0	0	0	3.16509e-06	0	0	0	5.17283e-07	0	9.43271e-07	0	0	0	0	7.90103e-07	0	0	0	6.73748e-06	0	9.19656e-08	0	0	0	0	8.82556e-08	0	0	1.64858e-07	2.43592e-06	0	7.80291e-08	1.98116e-06	0	0	0	0	3.20683e-06	0	0	0	2.04787e-07	0	6.65459e-08	1.32176e-07	0	0	6.57306e-08	2.08993e-07	0	0	0	0	0	0	2.42789e-07	0	0	0	0	0	0	8.19047e-07	7.29065e-08	3.90277e-06	2.02254e-06	0	1.83205e-06	0	0	2.65728e-08	0	0	0	0	0	0	9.79325e-08	0	6.6512e-07	0	0	5.19046e-06	0	0	8.91033e-08	0	3.22804e-07	0	0	8.51001e-08	0	0	0	0	0	0	0	0	5.00195e-06	0	0	8.15883e-07	0	5.15097e-07	0	0	3.72764e-07	0	5.76259e-06	0	4.21456e-06	0	0	6.66363e-08	6.63121e-08	0	0	0	4.2738e-06	0	0	0	1.7301e-06
